LANGUAGE,Support Donald Trump,Support Hilary Clinton,Age_Category,Sex,Education_Category,Education_Category2,Hispanic,Combining_Race,Race_Ethinicity,Marital_status,Religion,Party,Income,Income_Recode,Ideology,Insurance_Status,Internet_frequency,Social_media_user
English,1,Yes,30-49,Male,Some college,"Some college, no degree",No,White,White non-Hispanic,Married,Protestant,Democrat,"75 to under $100,000","$75,000+",Liberal,Covered by health insurance,Every day,Social Media Users
English,1,Yes,65+,Male,College graduate+,Postgraduate,No,Black or African-American,Black non-Hispanic,Divorced,Protestant,Democrat,"30 to under $40,000","$30-$74,999",Liberal,Covered by health insurance,Every day,Social Media Users
English,0,Yes,65+,Male,College graduate+,Postgraduate,No,White,White non-Hispanic,Married,Protestant,Democrat,"50 to under $75,000","$30-$74,999",Liberal,Covered by health insurance,Every day,Not Social Media Users
English,1,Yes,30-49,Male,College graduate+,Postgraduate,No,White,White non-Hispanic,Never been married,Atheist (do not believe in God),Democrat,"75 to under $100,000","$75,000+",Liberal,Covered by health insurance,Every day,Social Media Users
English,1,No,30-49,Male,Some college,"Some college, no degree",No,White,White non-Hispanic,Married,Roman Catholic,Independent,"100 to under $150,000 [OR]","$75,000+",Moderate,Covered by health insurance,Every day,Social Media Users
English,1,Yes,30-49,Female,College graduate+,Postgraduate,No,White,White non-Hispanic,Married,Protestant,Republican,"50 to under $75,000","$30-$74,999",Moderate,Covered by health insurance,Every day,Social Media Users
English,1,No,65+,Male,Some college,"Some college, no degree",Yes,White,Hispanic,Married,Roman Catholic,Republican,"100 to under $150,000 [OR]","$75,000+",Very conservative,Covered by health insurance,Every day,Social Media Users
English,0,Yes,65+,Male,College graduate+,Postgraduate,No,White,White non-Hispanic,Married,Atheist (do not believe in God),Democrat,"100 to under $150,000 [OR]","$75,000+",Liberal,Covered by health insurance,At least once a week but not every day,Not Social Media Users
English,1,No,30-49,Male,College graduate+,College graduate/some postgrad,No,White,White non-Hispanic,Married,Roman Catholic,Republican,"100 to under $150,000 [OR]","$75,000+",Conservative,Covered by health insurance,Every day,Not Social Media Users
English,1,No,65+,Male,Some college,"Some college, no degree",No,White,White non-Hispanic,Married,Protestant,Republican,"40 to under $50,000","$30-$74,999",Very conservative,Covered by health insurance,Every day,Social Media Users
English,0,Yes,65+,Female,College graduate+,College graduate/some postgrad,Yes,White,Hispanic,Divorced,Protestant,Democrat,"30 to under $40,000","$30-$74,999",Very liberal,Covered by health insurance,Every day,Social Media Users
English,1,No,65+,Female,Some college,Associate? degree,No,White,White non-Hispanic,Divorced,Protestant,Republican,"50 to under $75,000","$30-$74,999",Conservative,Covered by health insurance,Every day,Social Media Users
English,1,No,50-64,Female,College graduate+,Postgraduate,No,White,White non-Hispanic,Married,Protestant,Republican,"40 to under $50,000","$30-$74,999",Very conservative,Not covered by health insurance,Every day,Not Social Media Users
English,1,No,50-64,Female,College graduate+,College graduate/some postgrad,No,White,White non-Hispanic,Married,Protestant,Republican,"75 to under $100,000","$75,000+",Very conservative,Covered by health insurance,Every day,Social Media Users
English,1,Yes,50-64,Female,Some college,Associate? degree,No,White,White non-Hispanic,Divorced,Agnostic (not sure if there is a God),Democrat,"50 to under $75,000","$30-$74,999",Liberal,Covered by health insurance,Every day,Social Media Users
English,1,Yes,30-49,Male,College graduate+,Postgraduate,No,White,White non-Hispanic,Living with a partner,Protestant,Independent,"$150,000 or more","$75,000+",Moderate,Covered by health insurance,Every day,Social Media Users
English,1,Yes,18-29,Female,Some college,"Some college, no degree",No,White,White non-Hispanic,Never been married,Protestant,Democrat,"10 to under $20,000","<$30,000",Moderate,Covered by health insurance,Every day,Social Media Users
English,0,Yes,30-49,Female,Some college,"Some college, no degree",No,White,White non-Hispanic,Living with a partner,Agnostic (not sure if there is a God),Democrat,"30 to under $40,000","$30-$74,999",Moderate,Not covered by health insurance,Every day,Social Media Users
English,1,Yes,30-49,Male,Some college,Associate? degree,No,White,White non-Hispanic,Never been married,Agnostic (not sure if there is a God),Independent,"Less than $10,000","<$30,000",Liberal,Not covered by health insurance,Every day,Social Media Users
English,0,Yes,30-49,Male,Some college,"Some college, no degree",No,White,White non-Hispanic,Divorced,Roman Catholic,Republican,"50 to under $75,000","$30-$74,999",Moderate,Covered by health insurance,Every day,Social Media Users
English,0,Yes,50-64,Male,College graduate+,College graduate/some postgrad,No,White,White non-Hispanic,Never been married,Agnostic (not sure if there is a God),Democrat,"75 to under $100,000","$75,000+",Liberal,Covered by health insurance,Every day,Social Media Users
English,0,99,50-64,Female,H.S. graduate or less,High school graduate,No,White,White non-Hispanic,Divorced,Roman Catholic,Republican,"10 to under $20,000","<$30,000",Moderate,Not covered by health insurance,Every day,Social Media Users
English,0,No,50-64,Female,College graduate+,College graduate/some postgrad,No,White,White non-Hispanic,Living with a partner,Protestant,Republican,"75 to under $100,000","$75,000+",Moderate,Covered by health insurance,Every day,Social Media Users
English,1,Yes,30-49,Male,College graduate+,Postgraduate,No,White,White non-Hispanic,Never been married,Protestant,Republican,"30 to under $40,000","$30-$74,999",Conservative,Covered by health insurance,Every day,Social Media Users
English,0,Yes,30-49,Female,College graduate+,College graduate/some postgrad,No,White,White non-Hispanic,Never been married,Atheist (do not believe in God),Democrat,"30 to under $40,000","$30-$74,999",Very liberal,Covered by health insurance,Every day,Social Media Users
English,0,Yes,50-64,Female,College graduate+,College graduate/some postgrad,No,White,White non-Hispanic,Divorced,Agnostic (not sure if there is a God),Democrat,"40 to under $50,000","$30-$74,999",Moderate,Covered by health insurance,Every day,Social Media Users
English,1,Yes,50-64,Female,College graduate+,Postgraduate,No,White,White non-Hispanic,Married,Protestant,Democrat,"100 to under $150,000 [OR]","$75,000+",Moderate,Covered by health insurance,Every day,Social Media Users
English,1,Yes,50-64,Male,H.S. graduate or less,Less than high school,No,White,White non-Hispanic,Married,Protestant,Republican,"50 to under $75,000","$30-$74,999",Moderate,Covered by health insurance,Every day,Social Media Users
English,1,Yes,18-29,Female,College graduate+,Postgraduate,No,White,White non-Hispanic,Living with a partner,Protestant,Republican,"20 to under $30,000","<$30,000",Moderate,Covered by health insurance,Every day,Social Media Users
English,1,Yes,30-49,Female,H.S. graduate or less,High school graduate,No,White,White non-Hispanic,Married,Protestant,Independent,"100 to under $150,000 [OR]","$75,000+",Conservative,Covered by health insurance,Every day,Social Media Users
English,1,Yes,65+,Male,College graduate+,Postgraduate,No,White,White non-Hispanic,Married,Protestant,Independent,"$150,000 or more","$75,000+",Very conservative,Covered by health insurance,Every day,Social Media Users
English,1,No,18-29,Male,College graduate+,College graduate/some postgrad,Yes,Mixed Race,Hispanic,Never been married,Protestant,Republican,"100 to under $150,000 [OR]","$75,000+",Very conservative,Covered by health insurance,Every day,Social Media Users
English,1,Yes,50-64,Female,College graduate+,Postgraduate,No,White,White non-Hispanic,Living with a partner,Agnostic (not sure if there is a God),Independent,"75 to under $100,000","$75,000+",Very liberal,Covered by health insurance,Every day,Social Media Users
English,1,Yes,65+,Male,College graduate+,Postgraduate,No,White,White non-Hispanic,Married,Atheist (do not believe in God),Independent,"50 to under $75,000","$30-$74,999",Very liberal,Covered by health insurance,Every day,Social Media Users
English,1,Yes,30-49,Female,College graduate+,Postgraduate,No,White,White non-Hispanic,Married,Roman Catholic,Democrat,"50 to under $75,000","$30-$74,999",Moderate,Covered by health insurance,Every day,Social Media Users
English,0,Yes,65+,Female,Some college,"Some college, no degree",Yes,White,Hispanic,Married,Protestant,Democrat,"10 to under $20,000","<$30,000",Moderate,Covered by health insurance,At least once a week but not every day,Social Media Users
English,0,Yes,18-29,Male,Some college,"Some college, no degree",No,Black or African-American,Black non-Hispanic,Never been married,Muslim,Democrat,"30 to under $40,000","$30-$74,999",Very liberal,Not covered by health insurance,Every day,Social Media Users
English,1,Yes,30-49,Female,College graduate+,Postgraduate,No,White,White non-Hispanic,Married,Protestant,Independent,"100 to under $150,000 [OR]","$75,000+",Moderate,Covered by health insurance,Every day,Social Media Users
English,1,Yes,65+,Male,Some college,Associate? degree,No,White,White non-Hispanic,Living with a partner,Roman Catholic,Republican,"10 to under $20,000","<$30,000",Liberal,Covered by health insurance,Never,Not Social Media Users
English,1,Yes,65+,Male,College graduate+,College graduate/some postgrad,No,White,White non-Hispanic,Divorced,Agnostic (not sure if there is a God),Democrat,"Less than $10,000","<$30,000",Very liberal,Covered by health insurance,Every day,Not Social Media Users
English,1,Yes,50-64,Female,College graduate+,College graduate/some postgrad,No,White,White non-Hispanic,Married,Jewish,Democrat,"50 to under $75,000","$30-$74,999",Liberal,Covered by health insurance,Every day,Social Media Users
English,1,Yes,30-49,Female,College graduate+,Postgraduate,No,White,White non-Hispanic,Married,Roman Catholic,Democrat,"75 to under $100,000","$75,000+",Very liberal,Covered by health insurance,Every day,Social Media Users
English,1,No,30-49,Male,College graduate+,Postgraduate,No,White,White non-Hispanic,Married,Protestant,Independent,"50 to under $75,000","$30-$74,999",Conservative,Covered by health insurance,Every day,Social Media Users
English,0,No,30-49,Male,College graduate+,College graduate/some postgrad,No,Black or African-American,Black non-Hispanic,Never been married,Protestant,Democrat,"30 to under $40,000","$30-$74,999",Conservative,Covered by health insurance,Every day,Social Media Users
English,1,Yes,50-64,Female,College graduate+,College graduate/some postgrad,No,White,White non-Hispanic,Married,Protestant,Republican,"20 to under $30,000","<$30,000",Very conservative,Covered by health insurance,Every day,Social Media Users
English,1,Yes,30-49,Female,Some college,Associate? degree,No,White,White non-Hispanic,Married,Atheist (do not believe in God),Independent,"75 to under $100,000","$75,000+",Liberal,Covered by health insurance,Every day,Social Media Users
English,0,No,30-49,Female,Some college,"Some college, no degree",Yes,White,Hispanic,Married,Protestant,Republican,"75 to under $100,000","$75,000+",Moderate,Covered by health insurance,Every day,Social Media Users
English,0,Yes,30-49,Male,College graduate+,College graduate/some postgrad,No,White,White non-Hispanic,Living with a partner,Agnostic (not sure if there is a God),Democrat,"20 to under $30,000","<$30,000",Liberal,Covered by health insurance,Every day,Social Media Users
English,1,Yes,30-49,Female,Some college,Associate? degree,No,White,White non-Hispanic,Living with a partner,Protestant,Democrat,"Less than $10,000","<$30,000",Moderate,Covered by health insurance,Every day,Social Media Users
English,1,Yes,18-29,Female,College graduate+,College graduate/some postgrad,Yes,Mixed Race,Hispanic,Married,Protestant,Democrat,"50 to under $75,000","$30-$74,999",Liberal,Covered by health insurance,Every day,Social Media Users
English,1,No,18-29,Female,Some college,Associate? degree,No,White,White non-Hispanic,Married,Protestant,Republican,"10 to under $20,000","<$30,000",Conservative,Covered by health insurance,Every day,Social Media Users
English,1,Yes,30-49,Female,College graduate+,College graduate/some postgrad,No,White,White non-Hispanic,Never been married,Buddhist,Democrat,"75 to under $100,000","$75,000+",Very liberal,Covered by health insurance,Every day,Social Media Users
English,1,Yes,65+,Female,College graduate+,Postgraduate,No,White,White non-Hispanic,Married,Protestant,Independent,"50 to under $75,000","$30-$74,999",Conservative,Covered by health insurance,Every day,Social Media Users
